family,metric,arm,tier,phase,absolute_class,absolute_dominance,progress_class,progress_dominance,alignment_class,alignment_dominance,unsafe_for_depth_claims,alignment_supports_schedule_attribution,absolute_warm_n,absolute_warm_effect,absolute_warm_effect_rel,absolute_warm_seed_sd,absolute_warm_seed_rel,absolute_warm_seed_multiple,absolute_warm_outside_fraction,absolute_warm_signed_rel,absolute_warm_baseline,absolute_warm_detectable,absolute_post_n,absolute_post_effect,absolute_post_effect_rel,absolute_post_seed_sd,absolute_post_seed_rel,absolute_post_seed_multiple,absolute_post_outside_fraction,absolute_post_signed_rel,absolute_post_baseline,absolute_post_detectable,progress_warm_n,progress_warm_effect,progress_warm_effect_rel,progress_warm_seed_sd,progress_warm_seed_rel,progress_warm_seed_multiple,progress_warm_outside_fraction,progress_warm_signed_rel,progress_warm_baseline,progress_warm_detectable,progress_post_n,progress_post_effect,progress_post_effect_rel,progress_post_seed_sd,progress_post_seed_rel,progress_post_seed_multiple,progress_post_outside_fraction,progress_post_signed_rel,progress_post_baseline,progress_post_detectable,alignment_warm_n,alignment_warm_effect,alignment_warm_effect_rel,alignment_warm_seed_sd,alignment_warm_seed_rel,alignment_warm_seed_multiple,alignment_warm_outside_fraction,alignment_warm_signed_rel,alignment_warm_baseline,alignment_warm_detectable,alignment_post_n,alignment_post_effect,alignment_post_effect_rel,alignment_post_seed_sd,alignment_post_seed_rel,alignment_post_seed_multiple,alignment_post_outside_fraction,alignment_post_signed_rel,alignment_post_baseline,alignment_post_detectable
curvature/gHg [shadow_fp32],curvature/gHg,shadow_fp32,sparse,post_update,not estimable,,uniformly different,0.5897931906,not estimable,,False,False,10,42.42394649,3.128463702,13.61688592,1.00414829,3.115539541,0.8,3.120907228,13.56063248,True,0,,,,,,,,,False,5,4.164556047,0.884167262,1.729724632,0.3672338358,2.407641061,1,0.05710509582,4.710145043,False,17,124.6692059,1.499114056,26.29793299,0.3162256526,4.740646572,0.8823529412,1.499114056,83.1619218,True,2,0.208688094,58.46414151,0.002509333268,0.7029917827,83.16475803,0,56.89628304,0.003569505832,True,0,,,,,,,,,False
curvature/gg [native],curvature/gg,native,sparse,post_update,not estimable,,uniformly different,0.757047899,not estimable,,False,False,10,2.110775072,0.404362245,0.3714387596,0.07115671049,5.682700089,1,0.3875448597,5.220010272,True,0,,,,,,,,,False,5,1.516388697,0.3732504036,0.2398141552,0.05902888249,6.323182616,1,0.142240035,4.06265789,True,17,4.260798163,0.4930340658,0.9383691526,0.1085824629,4.540641763,1,0.4930340658,8.641995471,True,2,0.1737648612,0.03969186259,0.0382709174,0.008741951532,4.540389231,0,-0.03954323047,4.377845983,True,0,,,,,,,,,False
curvature/gg [shadow_fp32],curvature/gg,shadow_fp32,sparse,post_update,not estimable,,uniformly different,0.764706729,not estimable,,False,False,10,2.060685176,0.3946945331,0.3677765619,0.07044229758,5.603089999,1,0.3782977727,5.220962043,True,0,,,,,,,,,False,5,1.533198949,0.3770840959,0.2371962546,0.05833746188,6.463841308,1,0.1446873785,4.06593374,True,17,4.258403296,0.4931094257,0.9388295752,0.1087134497,4.535864025,1,0.4931094257,8.635818084,True,2,0.1991604905,0.04548665625,0.03885371982,0.008873877511,5.125905355,0,-0.04548665625,4.378437698,True,0,,,,,,,,,False
curvature/native_verdict_code [native],curvature/native_verdict_code,native,sparse,post_update,not estimable,,not different,1,not estimable,,False,False,10,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False,5,0,0,0,0,0,0,0,2,False,17,0,0,0,0,0,0,0,2,False,2,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False
curvature/shadow_verdict_code [shadow_fp32],curvature/shadow_verdict_code,shadow_fp32,sparse,post_update,not estimable,,warmup-dominated,inf,not estimable,,True,False,10,0.2,0.2,0,0,inf,0.2,0.2,1,True,0,,,,,,,,,False,5,0.2,0.2,0,0,inf,0.2,0.2,1,True,17,0,0,0.07892004626,0.07892004626,0,0,0,1,False,2,1,1,0,0,inf,0,0,1,True,0,,,,,,,,,False
curvature/verdict_code_gradient [native],curvature/verdict_code_gradient,native,sparse,post_update,not estimable,,not different,1,not estimable,,False,False,10,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False,5,0,0,0,0,0,0,0,2,False,17,0,0,0,0,0,0,0,2,False,2,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False
curvature/verdict_code_gradient [shadow_fp32],curvature/verdict_code_gradient,shadow_fp32,sparse,post_update,not estimable,,warmup-dominated,inf,not estimable,,True,False,10,0.2,0.5,0.04472135955,0.1118033989,4.472135955,0.2,0.5,0.4,True,0,,,,,,,,,False,5,0.2,0.5,0,0,inf,0.2,0.5,0.4,True,17,0,,0,,0,0,,0,False,2,1,1,0,0,inf,0,0,1,True,0,,,,,,,,,False
curvature/verdict_code_random [native],curvature/verdict_code_random,native,sparse,post_update,not estimable,,not different,1,not estimable,,False,False,10,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False,5,0,0,0,0,0,0,0,2,False,17,0,0,0,0,0,0,0,2,False,2,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False
curvature/verdict_code_random [shadow_fp32],curvature/verdict_code_random,shadow_fp32,sparse,post_update,not estimable,,not different,1,not estimable,,False,False,10,0,0,0,0,0,0,0,1,False,0,,,,,,,,,False,5,0,0,0,0,0,0,0,1,False,17,0,0,0.05261336418,0.05261336418,0,0,0,1,False,2,0,0,0,0,0,0,0,1,False,0,,,,,,,,,False
curvature/verdict_code_update [native],curvature/verdict_code_update,native,sparse,post_update,not estimable,,not different,1,not estimable,,False,False,10,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False,5,0,0,0,0,0,0,0,2,False,17,0,0,0,0,0,0,0,2,False,2,0,0,0,0,0,0,0,2,False,0,,,,,,,,,False
curvature/verdict_code_update [shadow_fp32],curvature/verdict_code_update,shadow_fp32,sparse,post_update,not estimable,,not different,1,not estimable,,False,False,10,0,0,0,0,0,0,0,1,False,0,,,,,,,,,False,5,0,0,0,0,0,0,0,1,False,17,0,0,0.02630668209,0.02630668209,0,0,0,1,False,2,0,0,0,0,0,0,0,1,False,0,,,,,,,,,False
curvature/vhv_gradient [native],curvature/vhv_gradient,native,sparse,post_update,not estimable,,not different,0.8646677148,not estimable,,False,False,10,1.487681733,0.9851527515,0.7657771802,0.5071027489,1.942708364,0.8,0.9851527515,1.510102601,False,0,,,,,,,,,False,5,0.6428339161,0.5631912328,0.4720146856,0.4135353254,1.36189389,0.6,0.08559512332,1.141413216,False,17,5.407169216,0.6513383385,1.963688328,0.2365425312,2.753578121,0.7647058824,0.6513383385,8.301628963,False,2,0.02896030344,35.33111284,0.000564518721,0.6887039246,51.3008734,0,34.19531135,0.0008196827415,True,0,,,,,,,,,False
curvature/vhv_gradient [shadow_fp32],curvature/vhv_gradient,shadow_fp32,sparse,post_update,not estimable,,not different,0.8727422227,not estimable,,False,False,10,1.423243536,0.9363382038,0.7551282271,0.496791582,1.884770672,0.8,0.9363382038,1.52001011,False,0,,,,,,,,,False,5,0.6571897072,0.5693902294,0.4728311799,0.409661702,1.38990349,0.6,0.07392544165,1.15419913,False,17,5.408582052,0.6524151285,1.94632329,0.2347770168,2.778871362,0.7647058824,0.6524151285,8.290092941,False,2,0.03336036249,41.21709722,0.0005682502654,0.7020794943,58.70716571,0,40.04065084,0.0008093816583,True,0,,,,,,,,,False
curvature/vhv_random [native],curvature/vhv_random,native,sparse,post_update,not estimable,,warmup-dominated,2.910393568,not estimable,,True,False,10,2.441342416e-06,0.5202015671,6.867428377e-07,0.1463312553,3.554958687,1,-0.5202015671,4.693070092e-06,True,0,,,,,,,,,False,5,2.027166185e-06,0.5029328897,6.05817947e-07,0.1503013285,3.346163967,1,-0.5029328897,4.030689235e-06,True,17,1.233869977e-06,0.1728058003,1.479163836e-06,0.2071596644,0.8341672148,0.1764705882,-0.1249122208,7.140211583e-06,False,2,1.044062953e-07,0.03787122454,1.566427219e-07,0.05681890805,0.6665250326,0,-0.03787122454,2.756876667e-06,False,0,,,,,,,,,False
curvature/vhv_random [shadow_fp32],curvature/vhv_random,shadow_fp32,sparse,post_update,not estimable,,warmup-dominated,2.883234473,not estimable,,True,False,10,2.448040478e-06,0.5251268127,6.858237438e-07,0.1471153929,3.569489245,1,-0.5251268127,4.661808193e-06,True,0,,,,,,,,,False,5,2.019705865e-06,0.5008601483,6.099535166e-07,0.1512603464,3.311245545,1,-0.5008601483,4.032474677e-06,True,17,1.23842237e-06,0.1737146781,1.479447579e-06,0.2075235123,0.8370843197,0.1764705882,-0.1248746811,7.129060043e-06,False,2,1.193420314e-07,0.04325220096,1.558960026e-07,0.05650017146,0.7655233575,0,-0.04325220096,2.759212912e-06,False,0,,,,,,,,,False
curvature/vhv_update [native],curvature/vhv_update,native,sparse,post_update,not estimable,,warmup-dominated,4.309883662,not estimable,,True,False,10,1.957846534e-07,0.1187077539,3.601869913e-07,0.2183878459,0.5435639213,0.5,-0.07127494948,1.649299621e-06,False,0,,,,,,,,,False,5,8.620459325e-07,2.292104341,4.80890814e-08,0.1278646393,17.92602203,1,-2.119455217,3.760936696e-07,True,17,8.906905503e-08,0.5318251072,2.295927479e-08,0.1370882264,3.879436778,0.9411764706,-0.5318251072,1.674780935e-07,True,2,1.92122147e-06,4.246142579,2.908083811e-08,0.06427233241,66.06485901,0,4.246142579,4.524627786e-07,True,0,,,,,,,,,False
curvature/vhv_update [shadow_fp32],curvature/vhv_update,shadow_fp32,sparse,post_update,not estimable,,warmup-dominated,4.495723251,not estimable,,True,False,10,2.098690054e-07,0.1258782154,3.585621177e-07,0.2150634841,0.5853072452,0.5,-0.08411922768,1.667238486e-06,False,0,,,,,,,,,False,5,9.073652315e-07,2.39441263,4.843057588e-08,0.1278016597,18.73537977,1,-2.223699635,3.789510714e-07,True,17,8.931747176e-08,0.5325978705,2.286976245e-08,0.1363718267,3.905483145,0.9411764706,-0.5325978705,1.677015187e-07,True,2,2.025144172e-06,4.410610262,3.043228976e-08,0.06627921675,66.545902,0,4.410610262,4.591528273e-07,True,0,,,,,,,,,False
grad/finite,grad/finite,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,16,0,0,0,0,0,0,0,1,False,38,0,0,0,0,0,0,0,1,False,16,0,0,0,0,0,0,0,1,False,38,0,0,0,0,0,0,0,1,False,16,0,0,0,0,0,0,0,1,False,38,0,0,0,0,0,0,0,1,False
grad/max_abs,grad/max_abs,none,periodic,pre_update,not different,0.5282066941,not different,1.314201894,not different,0.9699272917,False,False,4,0.0002680126668,0.22995128,0.0002397076982,0.2056659959,1.118081183,0.25,-0.22995128,0.001165519352,False,21,0.0008185814632,0.4353433656,0.0004745387186,0.2523722954,1.725004581,0.8095238095,-0.2182516029,0.00188031225,False,4,0.0005166676906,0.4432939614,0.0002397076982,0.2056659959,2.155407166,0.5,-0.1231606372,0.001165519352,False,21,0.0006342488696,0.337310396,0.0004745387186,0.2523722954,1.336558735,0.5238095238,-0.3061849753,0.00188031225,False,4,0.0002856475575,0.24508178,0.0002397076982,0.2056659959,1.191649495,0,-0.1067906427,0.001165519352,False,21,0.0004751183693,0.2526805691,0.0004745387186,0.2523722954,1.001221503,0,0.08793337233,0.00188031225,False
grad/nonfinite,grad/nonfinite,none,periodic,pre_update,not different,1,not different,1,not different,1,False,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False,4,0,,0,,0,0,,0,False,21,0,,0,,0,0,,0,False
grad/norm,grad/norm,none,periodic,pre_update,uniformly different,1.114683668,uniformly different,0.8890035274,not different,1.128674928,False,False,4,0.002793560087,0.3180508793,0.001499428447,0.1707121097,1.863083292,0.5,-0.3180508793,0.008783374827,False,21,0.002508847478,0.2853283748,0.0007885904022,0.08968549094,3.181432936,0.8095238095,-0.2336615071,0.008792842564,True,4,0.003336820602,0.3799018792,0.001499428447,0.1707121097,2.225395022,0.75,-0.2434333453,0.008783374827,False,21,0.003757484993,0.4273345014,0.0007885904022,0.08968549094,4.764811977,1,-0.4273345014,0.008792842564,True,4,0.00204746712,0.2331071098,0.001499428447,0.1707121097,1.365498383,0,-0.07461753409,0.008783374827,False,21,0.001816000397,0.206531663,0.0007885904022,0.08968549094,2.302843646,0,0.1936729943,0.008792842564,False
grad/rms,grad/rms,none,periodic,pre_update,uniformly different,1.266318629,uniformly different,0.8623950018,not different,1.202512779,False,False,4,8.627822506e-06,0.526860162,2.557272058e-06,0.1561604646,3.373838336,0.75,-0.526860162,1.637592502e-05,True,21,6.643776157e-06,0.4160565516,1.248720802e-06,0.07819927379,5.32046567,1,-0.4160565516,1.596844499e-05,True,4,7.743026001e-06,0.4728298398,2.557272058e-06,0.1561604646,3.027846011,0.5,-0.4728298398,1.637592502e-05,True,21,8.755103255e-06,0.5482752553,1.248720802e-06,0.07819927379,7.011257634,1,-0.5482752553,1.596844499e-05,True,4,2.603684972e-06,0.1589946809,2.557272058e-06,0.1561604646,1.018149384,0,-0.05403032219,1.637592502e-05,False,21,2.111327097e-06,0.1322187037,1.248720802e-06,0.07819927379,1.690791964,0,0.1322187037,1.596844499e-05,False
grad/zero_fraction,grad/zero_fraction,none,periodic,pre_update,warmup-dominated,2.34751051,uniformly different,0.02277912054,uniformly different,1.814262958,True,False,4,0.03256685145,0.5970327156,3.432147528e-06,6.29199406e-05,9488.767948,0.75,0.5970327156,0.05454785073,True,21,1.337500108e-05,0.2543258967,2.760688773e-06,0.05249454884,4.844805839,0.7142857143,-0.2177263069,5.259000856e-05,True,4,0.0001424682361,0.002611802925,3.432147528e-06,6.29199406e-05,41.50993947,1,0.002611802925,0.05454785073,True,21,6.029852554e-06,0.1146577595,2.760688773e-06,0.05249454884,2.184184111,0.9047619048,0.1099336628,5.259000856e-05,False,4,0.03242658875,0.5944613458,3.432147528e-06,6.29199406e-05,9447.90062,0,0.5944209127,0.05454785073,True,21,1.723164061e-05,0.3276599696,2.760688773e-06,0.05249454884,6.241790374,0,-0.3276599696,5.259000856e-05,True
loss/finite,loss/finite,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,401,0,0,0,0,0,0,0,1,False,2119,0,0,0,0,0,0,0,1,False,401,0,0,0,0,0,0,0,1,False,2119,0,0,0,0,0,0,0,1,False,401,0,0,0,0,0,0,0,1,False,2119,0,0,0,0,0,0,0,1,False
loss/train_mean,loss/train_mean,none,continuous,pre_update,uniformly different,1.215842019,uniformly different,1.876898319,uniformly different,1.84216628,False,False,401,0.1003072726,0.02366884612,0.03086420853,0.007282823906,3.249954472,0.9975062344,-0.02366884612,4.237945189,True,2119,0.05846779894,0.01946704075,0.002104632728,0.0007007442012,27.7805235,0.9886739028,-0.01136511103,3.003425107,True,401,0.6257682673,0.1476584145,0.03086420853,0.007282823906,20.27488463,0.9975062344,-0.1476584145,4.237945189,True,2119,0.2362839717,0.07867150445,0.002104632728,0.0007007442012,112.2685058,1,-0.07867150445,3.003425107,True,401,0.5254609948,0.1239895684,0.03086420853,0.007282823906,17.02493016,0,0.1239895684,4.237945189,True,2119,0.2021497119,0.06730639342,0.002104632728,0.0007007442012,96.0498757,0,0.06730639342,3.003425107,True
mem/alloc_end_bytes,mem/alloc_end_bytes,none,continuous,post_update,uniformly different,1.000001942,uniformly different,1.000001747,uniformly different,1.056857377,False,False,401,1788248927,0.8437376787,0,0,inf,1,0.8437376787,2119437086,True,2119,1788244646,0.8437360402,0,0,inf,1,0.8437360402,2119436127,True,401,1788242433,0.8437346148,0,0,inf,1,0.8437346148,2119437086,True,2119,1788238501,0.8437331412,0,0,inf,1,0.8437331412,2119436127,True,401,188316.5792,8.885216762e-05,0,0,inf,0,3.063867849e-06,2119437086,True,2119,178185.3428,8.407205128e-05,0,0,inf,0,2.899036251e-06,2119436127,True
mem/alloc_start_bytes,mem/alloc_start_bytes,none,continuous,post_update,uniformly different,1.000063486,uniformly different,1.003304901,warmup-dominated,inf,False,False,401,1785711938,0.8438756554,0,0,inf,1,0.8438756554,2116084196,True,2119,1788299264,0.8438220847,0,0,inf,1,0.8438220847,2119284736,True,401,1791499804,0.8466108331,0,0,inf,1,0.8466108331,2116084196,True,2119,1788299264,0.8438220847,0,0,inf,1,0.8438220847,2119284736,True,401,5787866.334,0.002735177714,0,0,inf,0,-0.002735177714,2116084196,True,2119,0,0,0,0,0,0,0,2119284736,False
mem/cuda_peak_absolute,mem/cuda_peak_absolute,none,continuous,post_update,uniformly different,1,uniformly different,1,not different,1,False,False,401,1.720410726e+10,0.4149538723,0,0,inf,1,0.4149538723,4.146028851e+10,True,2119,1.720410726e+10,0.4149538723,0,0,inf,1,0.4149538723,4.146028851e+10,True,401,1.720410726e+10,0.4149538723,0,0,inf,1,0.4149538723,4.146028851e+10,True,2119,1.720410726e+10,0.4149538723,0,0,inf,1,0.4149538723,4.146028851e+10,True,401,0,0,0,0,0,0,0,4.146028851e+10,False,2119,0,0,0,0,0,0,0,4.146028851e+10,False
muon/cautious_mask_fraction,muon/cautious_mask_fraction,none,periodic,pre_update,warmup-dominated,3.662645697,uniformly different,1.712587762,warmup-dominated,2.816045515,True,True,4,0.09202361065,0.1584727069,0.003766116638,0.006485582274,24.43461515,0.5,0.1584727069,0.5806905963,True,21,0.02014779401,0.04326727726,0.0005939453079,0.001275494295,33.92196847,1,-0.03262385428,0.4656589294,True,4,0.02471208579,0.0425563733,0.003766116638,0.006485582274,6.561688914,0.75,-0.003373927095,0.5806905963,True,21,0.01157123487,0.0248491635,0.0005939453079,0.001275494295,19.48198718,1,0.0248491635,0.4656589294,True,4,0.09398281839,0.161846634,0.003766116638,0.006485582274,24.95483476,0,0.161846634,0.5806905963,True,21,0.02676282393,0.05747301778,0.0005939453079,0.001275494295,45.05940795,0,-0.05747301778,0.4656589294,True
muon/cos_data_decay,muon/cos_data_decay,none,periodic,pre_update,not estimable,,warmup-dominated,2.027244456,not estimable,,True,False,1,0.004479733483,0.01226023648,0.0006182801098,0.001692123066,7.245475655,1,0.01226023648,0.3653872005,False,21,0.02677261498,0.06796786335,0.0008613113584,0.002186618407,31.08355035,0.9523809524,-0.04712927111,0.3939010829,True,2,0.03202892737,0.08477385277,0.001034921453,0.002739220014,30.94817223,1,-0.08477385277,0.377816111,True,21,0.0164718726,0.04181728183,0.0008613113584,0.002186618407,19.12417901,1,0.04181728183,0.3939010829,True,1,0.009163688654,0.02507939151,0.0006182801098,0.001692123066,14.8212574,0,0.02507939151,0.3653872005,False,21,0.03503614353,0.08894655294,0.0008613113584,0.002186618407,40.67767502,0,-0.08894655294,0.3939010829,True
muon/cos_nesterov_final,muon/cos_nesterov_final,none,periodic,pre_update,uniformly different,0.5442083442,warmup-dominated,5.030758731,warmup-dominated,2.111771586,True,True,4,0.01671184593,0.0567659119,0.01901300768,0.06458237609,0.8789690831,0.5,-0.02316569026,0.2943993212,False,21,0.04596811243,0.1043091538,0.01343890955,0.03049508038,3.420523984,0.619047619,-0.08470939298,0.4406910682,True,4,0.0600853121,0.2040946014,0.01901300768,0.06458237609,3.160221313,0.75,0.1885487844,0.2943993212,True,21,0.01787854928,0.04056934795,0.01343890955,0.03049508038,1.330357141,0.380952381,-0.02817609609,0.4406910682,False,4,0.06232859762,0.2117144746,0.01901300768,0.06458237609,3.278208196,0,-0.2117144746,0.2943993212,True,21,0.04418123561,0.1002544385,0.01343890955,0.03049508038,3.287561052,0,-0.05653329689,0.4406910682,True
muon/cos_raw_final,muon/cos_raw_final,none,periodic,pre_update,uniformly different,0.2257670978,warmup-dominated,3.17472731,uniformly different,0.683986418,True,False,4,0.01472844545,0.08326358073,0.01072768717,0.06064629498,1.372937634,0.5,-0.08326358073,0.1768894073,False,21,0.07582345558,0.3688029901,0.00616834639,0.03000264991,12.29234722,0.8571428571,-0.3661242826,0.2055933862,True,4,0.04109946745,0.2323455546,0.01072768717,0.06064629498,3.831158271,0.75,-0.1467426988,0.1768894073,True,21,0.01504655508,0.07318598795,0.00616834639,0.03000264991,2.439317466,0.7619047619,-0.06839315217,0.2055933862,False,4,0.04073611221,0.2302914167,0.01072768717,0.06064629498,3.797287481,0,0.06347911805,0.1768894073,True,21,0.0692212461,0.3366900433,0.00616834639,0.03000264991,11.2220102,0,-0.2977311304,0.2055933862,True
muon/cos_raw_momentum,muon/cos_raw_momentum,none,periodic,pre_update,not different,0.4978007028,uniformly different,1.761566896,warmup-dominated,2.756804967,False,False,4,0.04328541653,0.06235811332,0.03611832739,0.05203301557,1.198433584,0.25,0.008395688479,0.6941424976,False,21,0.05601592552,0.1252672264,0.02806184058,0.06275409901,1.996160065,0.7619047619,-0.1252672264,0.4471714362,False,4,0.1292383068,0.1861841152,0.03611832739,0.05203301557,3.578191907,0.75,-0.1861841152,0.6941424976,True,21,0.0472625924,0.1056923331,0.02806184058,0.06275409901,1.684229952,0.5714285714,-0.08371098571,0.4471714362,False,4,0.1350661109,0.1945798037,0.03611832739,0.05203301557,3.73954501,0,0.1945798037,0.6941424976,True,21,0.03156209138,0.07058163565,0.02806184058,0.06275409901,1.124733472,0,-0.04155624066,0.4471714362,False
muon/cos_raw_nesterov,muon/cos_raw_nesterov,none,periodic,pre_update,not different,0.3930127164,uniformly different,1.961395477,warmup-dominated,2.095708085,False,False,4,0.02339618547,0.02524054161,0.01642694139,0.01772190164,1.424256952,0.5,-0.02219337545,0.9269288207,False,21,0.05145844867,0.06422321863,0.01737521584,0.02168530756,2.961600543,0.8571428571,-0.04449927729,0.8012436899,False,4,0.09501007532,0.102499861,0.01642694139,0.01772190164,5.783795843,0.5,-0.102499861,0.9269288207,True,21,0.04187190592,0.05225864047,0.01737521584,0.02168530756,2.409863929,0.7142857143,-0.04798659357,0.8012436899,False,4,0.07443839599,0.08030648559,0.01642694139,0.01772190164,4.531482412,0,0.08030648559,0.9269288207,True,21,0.03070325743,0.03831949982,0.01737521584,0.02168530756,1.767072001,0,0.00348731628,0.8012436899,False
muon/data_norm,muon/data_norm,none,periodic,pre_update,uniformly different,0.3186522261,uniformly different,0.993869396,uniformly different,0.4002564604,False,False,4,0.0962507467,0.231543318,5.185100329e-09,1.24734132e-08,18562947.79,0.75,-0.07517039915,0.4156921804,True,21,0.2631269586,0.726633298,3.632390321e-09,1.00309591e-08,72439065,1,0.726633298,0.3621179476,True,4,0.06391274503,0.1537501739,5.185100329e-09,1.24734132e-08,12326231.12,0.75,0.1537501739,0.4156921804,True,21,0.05601912851,0.1546985696,3.632390321e-09,1.00309591e-08,15422111.49,1,0.1546985696,0.3621179476,True,4,0.09516049215,0.228920573,5.185100329e-09,1.24734132e-08,18352680.97,0,-0.228920573,0.4156921804,True,21,0.2071078328,0.5719347361,3.632390321e-09,1.00309591e-08,57016954.27,0,0.5719347284,0.3621179476,True
muon/decay_norm,muon/decay_norm,none,periodic,pre_update,uniformly different,0.4935841664,uniformly different,1.08636491,uniformly different,0.3927134978,False,False,4,0.03010356448,0.4679337344,0.001360799963,0.02115245219,22.12196156,1,-0.4679337344,0.06433296483,True,21,0.06429592859,0.9480323037,0.0003651742087,0.005384430303,176.069194,1,0.6480202013,0.06782039847,True,4,0.01153983775,0.1793767437,0.001360799963,0.02115245219,8.480186698,1,-0.08301451819,0.06433296483,True,21,0.01119826508,0.1651164743,0.0003651742087,0.005384430303,30.66554213,1,-0.1410065316,0.06782039847,True,4,0.0247629944,0.3849192162,0.001360799963,0.02115245219,18.19738027,0,-0.3849192162,0.06433296483,True,21,0.06647435029,0.9801527533,0.0003651742087,0.005384430303,182.0346254,0,0.7890267329,0.06782039847,True
muon/factored_scale_dispersion,muon/factored_scale_dispersion,none,periodic,pre_update,uniformly different,1.74793082,warmup-dominated,2.448250146,uniformly different,0.7595327766,True,False,4,0.03197500165,0.4263118358,0.005724868972,0.0763277334,5.585280957,0.5,-0.4263118358,0.07500378588,True,21,0.01156605916,0.2438951421,0.0036220225,0.07637810602,3.193259886,0.4761904762,0.1862906542,0.04742226129,True,4,0.02811308279,0.3748221835,0.005724868972,0.0763277334,4.910694538,0.75,-0.3748221835,0.07500378588,True,21,0.007260253023,0.1530979929,0.0036220225,0.07637810602,2.004474854,0.7142857143,-0.06783811166,0.04742226129,False,4,0.0161163985,0.2148744668,0.005724868972,0.0763277334,2.815155872,0,-0.05148965232,0.07500378588,False,21,0.01341592282,0.2829034815,0.0036220225,0.07637810602,3.703986604,0,0.2541287659,0.04742226129,True
muon/norm_degenerate,muon/norm_degenerate,none,periodic,pre_update,warmup-dominated,inf,warmup-dominated,inf,warmup-dominated,inf,True,True,4,0.1493055556,0.5972222222,0,0,inf,0.5,0.5972222222,0.25,True,21,0,,0,,0,0,,0,False,4,0.0006172839506,0.002469135802,0,0,inf,0.25,0.002469135802,0.25,True,21,0,,0,,0,0,,0,False,4,0.1486882716,0.5947530864,0,0,inf,0,0.5947530864,0.25,True,21,0,,0,,0,0,,0,False
muon/norm_deviation,muon/norm_deviation,none,periodic,pre_update,uniformly different,1.216905455,uniformly different,0.1771414939,warmup-dominated,2.259725754,False,False,4,5.849574459,0.84431331,1.837851679e-07,2.652710287e-08,31828327.2,0.75,-0.844313304,6.928203535,True,21,2.534425825e-07,0.6938199733,2.233931908e-07,0.6115572853,1.134513463,0.5238095238,0.685797512,3.652857978e-07,False,4,1.091549889,0.1575516486,1.837851679e-07,2.652710287e-08,5939270.843,0.5,-0.1575516257,6.928203535,True,21,3.24889321e-07,0.889411313,2.233931908e-07,0.6115572853,1.454338513,0.7142857143,0.889411313,3.652857978e-07,False,4,4.758024687,0.6867616783,1.837851679e-07,2.652710287e-08,25889057,0,-0.6867616783,6.928203535,True,21,1.110153686e-07,0.3039137281,2.233931908e-07,0.6115572853,0.496950548,0,-0.2036138009,3.652857978e-07,False
muon/polar_residual,muon/polar_residual,none,periodic,pre_update,warmup-dominated,3.821441991,uniformly different,1.099012339,warmup-dominated,9.353579559,True,True,4,0.09583539304,0.2010512468,0.007165036129,0.01503139291,13.37542356,0.75,0.2010512468,0.4766714684,True,21,0.01399836848,0.05261135646,0.0021193212,0.007965239894,6.605118887,1,0.05261135646,0.266071233,True,4,0.01854386463,0.03890282061,0.007165036129,0.01503139291,2.588104832,0.75,-0.03150715026,0.4766714684,False,21,0.009418385109,0.03539798348,0.0021193212,0.007965239894,4.444057423,1,0.03539798348,0.266071233,True,4,0.1108539526,0.2325583971,0.007165036129,0.01503139291,15.47151342,0,0.2325583971,0.4766714684,True,21,0.00661533898,0.02486303726,0.0021193212,0.007965239894,3.121442366,0,0.01721337299,0.266071233,True
muon/replay_update_relerr,muon/replay_update_relerr,none,sparse,post_update,not estimable,,warmup-dominated,7.178629648,not estimable,,True,False,10,0.004946736433,0.06222736354,0.002147026374,0.02700847166,2.303994255,0.7,-0.05132207777,0.07949455273,False,0,,,,,,,,,False,5,0.02924532071,0.9204768539,0.001145106315,0.03604145321,25.53939345,1,0.5806779763,0.03177192407,True,17,0.005112857887,0.1282245915,0.0005447389041,0.01366142478,9.385887162,1,-0.1282245915,0.03987423807,True,2,0.06063821353,9.467927689,0.0003085043192,0.04816923877,196.5554767,0,-9.467927689,0.006404591957,True,0,,,,,,,,,False
muon/u_final_norm_analytic,muon/u_final_norm_analytic,none,periodic,pre_update,uniformly different,1,uniformly different,1,not different,1,False,False,4,4.287187079,0.1547005384,0,0,inf,1,0.1547005384,27.71281292,True,21,4.287187079,0.1547005384,0,0,inf,1,0.1547005384,27.71281292,True,4,4.287187079,0.1547005384,0,0,inf,1,0.1547005384,27.71281292,True,21,4.287187079,0.1547005384,0,0,inf,1,0.1547005384,27.71281292,True,4,0,0,0,0,0,0,0,27.71281292,False,21,0,0,0,0,0,0,0,27.71281292,False
